text,state
hola yo contrate este seguro pero cuando lo necesite usar no me sirvio para nada porque son unos inutiles los que atienden,0.0
hola necesito cotizar un seguro para autobus escolar nuevo por favor contactense conmigo 345329824,0.0
cual seguro de auto me conviene si tengo un ford nuevo de el año 2015 que compre ,0.0
que seguro me conviene para un kia usado,0.0
Puedo acceder a un préstamo de 20000 soles? Tengo 62 años mi dni 05284663,0.0
Yo kisiera un prestamo de 15 mil soles para terminar mi casa,0.0
Como se consigue el préstamo y que hay que presentar,0.0
Cuanto de intereses se paga y en cuanto tiempo se puede pagar,0.0
Cuáles son los requisitos para solicitar un seguro?,0.0
¿ ?,0.0
Me gustaria saber sobre el seguro de vida tengo muchas deudas y deseo pagar todo,0.0
No brindan un buen trato a la persona,0.0
Me trataron muy mal,0.0
Pesimo como tratan a las personas. No contraten ningun seguro a esta empresa,0.0
Buenas tardes quiero un prestamo de 5000 soles soles construir mi casa,0.0
Solicitó un crédito de 3000 soles para solventar gastos de educación,0.0
"Buenos días, necesito un préstamo personal de 4000 soles. Soy trabajador dependiente,trabajo en una empresa desde hace 5 años. Tengo un sueldo de mil soles mensuales. No tengo ninguna deuda,el problema está que estoy habilitado recién para el 2020 podría acceder a ese préstamo?",0.0
"Quisiera que me precisen si el seguro que tengo con ustedes, comprende auxilio de grúa y por desperfecto mecánico",0.0
"Encuentra el seguro para tu carro o moto en menos de 2 minutos. Rápido, Fácil y Seguro. Nuestros especialistas te apoyarán durante todo el proceso.",0.0
Importante empresa de la ciudad se encuentra en la búsqueda Venta de seguros call center MUJERES entre los 20 a 40 años minimo bachiller,0.0
Compara ofertas para tus seguros con las compañías más importantes de Colombia. Ahorra dinero con OKseguro. Ahorra dinero. Menos tiempo cotizando,0.0
Ofertas de empleo en LIBERTY SEGUROS. Encuentra trabajos con o sin experiencia en Colombia en elempleo.com,0.0
Encuentra las Seguros ofertas en !sub_sector en !sector em las mejores empresas a nivel mundial en Colombia's lider en reclutamiento.,0.0
Te ayudamos a tomar la mejor decisión de manera objetiva y te acompañamos permanentemente durante el tiempo que estés asegurado.,0.0
¿Cuáles compañías de seguros están autorizadas para expedir el SOAT?,0.0
"Hola a todos, Me podrían indicar por favor qué compañías de seguros están autorizadas para expedir el SOAT?",0.0
Gracias por responder.,0.0
"El servicio al cliente es muy malo, en caso de algun inconveniente nadie te responde, a veces las cuentas no sirven por que la clave esta errada",0.0
¿Qué seguros ofrece Mapfre para vehículos?,0.0
"ESTAFADORA ¡¡ te venden el seguro más completo que existe, y luego no cubren nada de nada, una absoluta estafa. ",0.0
SI TIENES PENSADO CONTRATAR ALGUNA POLIZA EN ESTE SEGURO TE ACONSEJO QUE TE ENTERES BIEN DONDE TE VAS A METER,0.0
Antonio si quieres un capote mandame un whatsapp al seis 888910cinco 4 i estaremos encontandos de ayudar,0.0
NO HE CONOCIDO PEOR SEGURO DE HOGAR QUE ALLIANZ.TARDAN MAS DE 10 DIAS EN IR A MIRARLO DESPUES DE 10 DIAS ME DICEN QUE NO SE HACEN CARGO,0.0
"La peor compañía de seguros que he conocido, los he dado todos de baja por NEGLIGENCIA, en un fuga de agua en casa y una rotura de un cristal en el coche ",0.0
"NO SE LES OCURRA CONTRATAR NADA CON ELLLOS,",0.0
"y los mediadores ni te cuento, pandilla de estafadores",0.0
Lo digo con conocimiento de causa. No se te ocurra contratar.,0.0
esta ultima ya ha sido de escandalo. es reirse en tu cara y como has pagado pues eso…encima la atencion telefonica…una de las veces me han colgado y otra para mi que ni me escuchaban,0.0
"directamente. Increible, pero mañana me voy al banco a cambiar los dos pisos que tengo con estos estafadores a otra compañia. mi consejo no contraten nada con esta gente solo sirven para cobrar y estafar de eso crecen.",0.0
Estoy muy decepcionada con esta compañía y seguro que cuando me venza el seguro no lo renuevo.,0.0
LA PEOR ASEGURADORA,0.0
DE VERDAD SON UNOS ESTAFADORES Y ESTO LO PENSAMOS SACAR EN LA TELEVISIÓN PARA QUE CIERREN ESTA ASEGURADORA NEFASTA !!!!!!,0.0
Llevo 13 anos siendo estafada. Ahora mes y medio que se dignen arreglar un grifo mal instalado por sus pésimos trabajadores de sigma. ,0.0
Encarni mandame un whatsapp al 688891054 seguro que los partes los abriste por assistencia dejame ayudarte,0.0
"no voy a renovar mi poliza de seguro de hogar con esta compañía y no aconsejo a nadie que lo haga, por información deficiente, modos de atención inadmisibles y resolución de problema nula",0.0
Es la peor compañía de seguros que he tenido con diferencia. Cinco pólizas de hogar con súper coberturas de todo.  Cobra y no cubre.,0.0
"Seguros Allianz, no lo recomiendo para nada. Los peores seguros que he visto, siempre se buscan una excusa para no repararte nada. En definitiva los peores seguros q conozco con diferencia.",0.0
Marta aun ñlos tienes con ellos puedes mandarme un whatsapp plis,0.0
"Me robaron la moto con 8 meses. Con el seguro de robos, me pagan el valor venal (valor de mercado).",0.0
Por contrato tienen la obligación de pagar en 40 dias.,0.0
He tenido que recurrir de abaogada para que me hicieran el pago.,0.0
"Me han pagado el dia 63, sin pagarme nada por incumplimiento de contrato.",0.0
"Te marean, no te guian , no te contestan y te mienten.",0.0
UNA NEFASTA ASEGURADORA.,0.0
"soy asesor de seguros de Ocaso y puedo ayudaros y orientaros si quéreis adquirir un seguro o cambiar de aseguradora el vuestro. Me pódeis llamar o mandar un Whatsapp 621056153, Martín",0.0
"les da lo mismo que estes tirado en una autopista 4 horas, con viento, son lentos y luego ponen pegas.",0.0
"si el coche se rompe, no cubre la asistencia del propio seguro la asistencia no cubre y encima te dejan tirados en la autopista",0.0
"como ha sido mi mala experiencia ayer domingo. no te sacan ni a 100 metros a la zona de servicio. . No me lo podía creer, son inhumanos.",0.0
"llevar cuidado con la asistencia en carretera de Allianz.son malos, irrespetuosos, ",0.0
"Incapaces en cuanto el problema es grave, lo único bueno que tienen es el equipo legal que les ayuda a denegar cualquier siniestro grave,",0.0
"En un siniestro con la compañía de abastecimiento de aguas, no quieren saber nada, te abandonan, no te dan la opción ni de ayuda legal.
Un equipo de peritos más pendientes de cobrar su comisión, que de arreglar los siniestros.",0.0
"Así es, es un pésimo servicio el que brindan. Yo luego de comprar mi coche en decidí asegurarme con ellos y luego de un accidente que tuve, sólo me han generado un dolor de cabeza.",0.0
En seguros de hogar lo peor que he visto no contestéis que os engañan,0.0
"NO SE METAN EN ESTE SEGURO, ES UN FRAUDE !!!, NUNCA RESPONDEN EN CONDICIONES Y SON CARISIMOS.",0.0
"La opcion de hablar con representante por telefono TAMPOCO FUNCIONA, te dejan esperando eternamente. PESIMO",0.0
"Malisimo, tuve un accidente de moto y llame al seguro para informar lo ocurrido, pero no tuve respuestas. ",0.0
"Además de malos, son usureros, yo voy a cancelar todas las pólizas, me han engañado durante 5 meses,",0.0
"Me sabe mal tu experiencia con esta aseguradora. Soy agente exclusivo de OCASO, si puedo ayudarte, aconsejarte o qualquier duda puedes llamarme o mandarme un Whatsapp 621056153.",0.0
"su mediocridad a la hora de responder a las espectativas de agentes y asegurados hace que se pierda cartera inexorablemente, dejando al agente con poca cartera",0.0
"Lo que tengo que decir de Allianz, es que no es de fiar.",0.0
"
En definitiva si piensas ser agente o asegurado de Allianz, desiste, porque más tarde o más temprano te traicionará",0.0
siempre las bajas de las pólizas son por culpa de su inoperancia.,0.0
La peor companyia de seguros que me he encontrado en mi vida.,0.0
"Estuve mas de un mes y medio para que me arreglaran el coche , y nadie me informava de como estava el tema , y encima yo fui el que no tuvo la culpa , tenia el coche aparcado y un camion me destrozo el coche.",0.0
"NI UN AVISO PREVIO , NI UNA CARTA , NI UNA LLAMADA DEL AGENTE , NI WASAP , NI NADA DE NADA. ES DECIR HE IDO SIN SEGURO DURANTE ESTE MES .
PARA QUE ME HUBIERA PASADO ALGO .",0.0
"Pues bien , en cuanto llame a la Grua , los de ALIANZ , al no salirle las cuentas me retiraron el seguro en cuanto dejaron el coche en el taller.VAYA TELA , LADRONES .",0.0
"No esta una aseguradora seria,ni siquiera no contesta para desir si estan de aquerdo con los tramites legaless o para desir el plazo de pago del siniestro,no lo recomiendo",0.0
"Son los peores con diferencia, no responden, te engañan y te estafan. No contrates con ellos.",0.0
Fatal…la peor compañia con diferencia… me dicen que me indemnizan y cual es mi sorpresa que me pagan menos de la mitad y ni tan solo el iva de esa mitad y aun sin cobrar así que ya ven,0.0
"Hola, yohe venido aqui a desahogarme, porque llevo TODA la mañana intentando solucionar una duda sobre el seguro de viaje que ofrece Allianz a los viajeros de Iberia. Les odio. Espero que sea denunciable",0.0
"Si usted quiere tener un buen seguro de hogar o coche, no le aconsejo Allianz, son caros y el servicio es nefasto, lo digo por experiencia propia.",0.0
Tengo un problema con alianz e llamado x motivo de avería vino el de la grúa se llevó el coche me hicieron bajar todo mi equipaje y después se fueron llevo 4 horas en la calle con mi dos niños tirados,0.0
Cualquier compañía de seguros son mejores que los H.D.P estos. GARANTIZADO.,0.0
Como se nota que para denunciar al banco o al seguro no vale la ofina del consumidor .Unos sinverguenzas.,0.0
no quieren pagar !! EN MI VIDA TUBE UN SEGURO TAN MALO ESTE!! porque tengo una hipoteca y me «obligaron «hacer seguris con esta gente .Pero este año no quiero saber mas nada de estos individuos.,0.0
 Es la última vez que contrato a productos a esta gente.,0.0
"Tengo problemas con allianz , Son unos sinvergüenzas.",0.0
"Lamentable el seguro con esta gente, es carísimo y luego no paran de subirlo. Yo tengo la moto con ellos, no he tenido ningún parte y en lugar de bajarme la pasta, me la suben.",0.0
"es el peor seguro que conozco, yo tengo el de la casa desde hace más de 30 años , pues este año por primera vez he dado dos partes uno por un cristal y otro por una tubería, y me han anulado el seguro o me suben la cuota un 30%",0.0
Horrible ,0.0
"Menos mal me Iva a hacer un seguro yo ya no me lo hago buffff, no obstante iré a una sucursal a ver qué me cuentan",0.0
"Estafadores , estafadores…",0.0
Pelotudos,0.0
Imbeciles,0.0
Putos,0.0
"Indignada no, lo siguiente, me encargaré de llenar las redes sociales explicando mi experiencia",0.0
Hijos de puta,0.0
son los mas hijos de puta del mundo,0.0
"No tienen vergüenza, te dan largas esperando que aceptes un acuerdo. Mi coche después de año medio esperando para ir a juicio y el seguro dice que no se responsabiliza ni hace nada al respecto.",0.0
No lo contraten!!!!!!!!,0.0
"Lamentablemente cuando no pasa nada todo va bien, una vez ya no les interesa solo quieren negcios lo personal importa NADA solo dinero.",0.0
Pues eso tiene toda la pinta de que no se está haciendo bien el trabajo de información en el mejor de los casos. En otras tesituras no voy a entrar pero son mucho peores!!,0.0
Vaya mierda de compañia,0.0
Compañia llena de hijos de puta,0.0
"no me quieren responder por el arreglo del vehículo y ya llevo 2 meses con la póliza afectada aún sin tener responsabilidad en los hechos, les radiqué un derecho de petición que venció hace 7 días y aún no obtengo respuesta.",0.0
" honestamente ha sido una pesadilla y la peor «inversión» que he hecho, no gasten su dinero en esta aseguradora. es un fraude. Gracias por su atención.",0.0
Completamente inutiles todos estos hijos de puta,0.0
" es una empresa irresponsable, que solo sirve para recaudar el dinero de las pólizas que venden, no cumplen con las cláusulas, no son responsables, no contestan los requerimientos. tratan mal a sus clientes.",0.0
La peor compañía que he conocido,0.0
"Vivo en Bogotá, sufrí un accidente el 29 de diciembre de 2018, y esta compañía irresponsable, no me prestó asistencia ni de grúa, ni de abogado y menos de carro de reemplazo, ",0.0
ALEJAROS A TIEMPO DE ESTE FRAUDE,0.0
Nunca me hubiera imaginado que una conpañía hiciese algo asi. No se la recomiendo a nadie!!!,0.0
MENTIRA. Esta empresa ha dejado de ser la mejor compañía de seguros de Europa para transformarse en un cáos de organización e incumplimiento de contratos. NO CONTRATEN NADA CON ELLOS.,0.0
NO CONTRATAR. SINVERGUENZAS,0.0
"sigo esperando una respuesta,es inaudito e intolerable,",0.0
"Datando ofrece a quienes compren el seguro SOAT el servicio de netflix por un año, me gustaría saber si es cierto y mejor aún si esta compañía si entrega lo que ofrece, gracias.",0.0
"Hola tengo la misma inquietud, pudiste resolver tu pregunta???",0.0
no responden afilien mi tracto camión m lo robaron y no m pagaron ni lo asegurado,0.0
"es la peor aseguradora, juegan con los afiliados es lo peor, SURA ES LO MEJOR deberían aprender de ellos",0.0
Es lo peor me ofrecieron el carro de remplazo cuando tuve el siniestro y cuando ya puede hacer toda la vuelta el analista no ha dado aprobación para el vh ya llevo 6 días sin carro y lo necesito para trabajar,0.0
cuanto vale el segureo para una chevrolet modelo 2003 de olacas BVF 304,0.0
cel 3202354597,0.0
Me robaron mi tracto y no m respondieron esos ladrones de la previsora,0.0
"Pésimo servicio, desde la linea de atención, el cubrimiento de la poliza y la asesoria juridica, no lo recomiendo cumplire una año mas y no renuevo. Malisimos.",0.0
Pa rematar llamo a la linea y me cuelgan en 5 veces,0.0
"Q es lo peor q puede existir en aseguradoras ,pues es una empresa irresponsable q no paga lo q tiene q pagar,pues no paga los siniestros.",0.0
M quemaron un taxi en la vía a tribu en un cirio llamado la florida en el año 1997 avaluado en esa epoca x 12.000.000 d pesos y esta es la hora q no he resivido nada,0.0
k mal servicio me bare desde las 730 de la noche y pedí un servicio de grúa y son las 9.50 y esta es la hora k no a llegado k mala esa aseguradora,0.0
"Pésimo no reconocen los cambios de piezas cambiadas a tu vehículo, para ellos todo tiene reparación y pagan lo que se les viene en gana..reconociendo el 40% de los daños..es lo más malo en seguros..",0.0
"Pésimo servicio, no estan prestando servicio de conductor elegido a Bello porque es zona roja, varias veces nos han quedado mal con el conductor elegido (no llega y cuando llega son 1 o 2 horas después de la hora pactada). ",0.0
"Cuando los necesito no estan, no atienden telefono ni responden whatsapp ni responden emails. Son una basura",
"Poco éticos y pagan lo que se les da la gana, en las reclamaciones se demoran más de lo exigido.",0.0
Definitivamente no recomiendo está aseguradora y solicitaré la devolución de mi dinero. Espero esté comentario sirva para quienes buscan referencias..,0.0
"Pésima aseguradora, me quieren cobrar por un servicio de grúa cuando pago todo riesgo de más de 3 m.",0.0
No recomiendo tomar una póliza con esta empresa,0.0
"Incumplidos, mentirosos, negligentes, llevan dos meses y medio ""esperando"" los repuestos de mi carro, aun conservo la esperanza de que me devuelvan mi carro algun dia",0.0
Esto es todo una mierda son muy hijos de puta ladrones estafadores estafan hijos de puta,0.0
hijos de puta son lo peor,0.0
peor seguro inutiles totales,0.0
Es todo una mierda,0.0
Contrata tu seguro toyota,0.0
Que irresponsables pero para cobrar si están listos,0.0
MALA MUY MALA POR FAVOR NO INVIERTAN SU DINERO EN ESA MALA ASEGURADORA PREVISORA,0.0
mal servicio con los que venden inclumplidos ladrones,0.0
es una aseguradora mala .... nosotros llevamos 18 meses en un trámite de indemnización y nada. ahora me salen con el cuento que si llega a los dos años caduca el seguro. ,0.0
Muy mal servicio los asesores no solucionan y además hacen las reparaciones por encima. La peor aseguradora que he tenido,0.0
"lo peor que puede haber, intenté alguien descargar el PDF de su SOAT y verán",0.0
El peor negocio de mi vida....,0.0
Muy mala empresa le gusta recibir el dinero por la venta de seguros pero cuando le toca pagar no lo hace o pone muchas travas para pagar,0.0
"Hoy llamo a poner la queja y me dicen que hubo cambio de analistas y que por eso no han dado respuesta, la verdad están jugando con el dinero de las personas.",0.0
me dejaron tirado en carretera,0.0
"La peor aseguradora, tuve un siniestro con el carro hace 2 meses hice todo el proceso y no tengo respuesta",0.0
"previsora seguros es la empresa más negligente del país, llevo 2 meses reclamando por la indemnización de mi vehículo y cada vez que voy a averiguar me pedían un papel diferente para dilatar el proceso. qué asco. ",0.0
"De las peores empresas de seguro, esta es la hora que llevo 15 días sin ninguna respuesta de mi carro en el taller por cambio de llantas lo pase por el seguro me robaron la llanta y se han demorado 3 semanas y no han podido cambiarle la llanta de una carro, deficiente lo hacen perder el tiempo y no hacen seguimiento de nada el peor servicio que he recibido ante una empresa de seguro no la recomiendo para nada",0.0
Es el colmo de toda la ineptitud y la ineficiencia de una compañía de seguros. Realice una reclamación el día 16 de agosto por perdida total y a 8 meses esta empresa de medio pelo no me ha pagado el vehículo. ,0.0
Invito a todos y cada uno de los que ven esta publicación que ni por equivocación tomen una póliza,0.0
"Cotiza tu SOAT 100% digital, recíbelo en tu correo y no impreso. ¡Ingresa Ahora! Compra tu SOAT respaldado por SURA en Seguros Éxito y Almacenes Éxito. Compra tu SOAT aquí. Ganas Puntos Colombia. Te recordamos Vencimiento. + de 450 Puntos de Venta.",0.0
Cotizá Tu Seguro Online en Cuatro Simples Pasos ¡Conocé Todos Los Beneficios! Un Seguro Que Se Complementa Según Tus Necesidades Y Prioridades. Plomería ante Emergencias. Contratalo Ahora. Contratá Tu Seguro Online. Asistencia en Emergencias.,0.0
Obtené tu seguro de vida emitido por Prudential Seguros. Por una cuota mensual accesible. Incluye membresía Vitality que complementa tu seguro y te premia todas las semanas.,0.0
"Son unos sinvergüenzas y unos estafadores, pienso denunciar",0.0
después de mas de 30 años con el seguro de la casa doy 2 partes y me dan de baja y me dicen que en todo caso me lo suben como mínimo al 30% . Menos mal que no he puesto el seguro del coche y furgonetas. ,0.0
Calcula tu seguro en nuestra Web: http://asegurados.pe consultas al correo segurosvehicular@gmail.com,0.0
"¿Todavía no tenés tu hogar asegurado? ¡Si ya tenés tu seguro de auto con nosotros, no podés dejar pasar esta oportunidad!",0.0
"Para más información, contactá a tu Productor Asesor de Seguro",0.0
de las mas caras del mercado y peor…,0.0
"de las mas caras del mercado y peor servicio cuando de verdad hace falta. Das un parte y se fian antes del perito o supuesto perito de la compañia contraria , que de ti. no tires tu dinero.",0.0
"Los estropicios originados por el huracan Gloria en mi vivienda el dia 20 de enero 2020, a dia de hoy 5.5.2020 continúan sin reparar.",0.0
.Problema sin resolver y además todo bastante desagradable,0.0
"no solo no me han solucionado las dos ultimas incidencias, sino que, además en la ultima me han provocado verdaderas molestias y me han tratado con bastante mala educación",0.0
Vergonzoso,0.0
Verguenza hijos de puta,0.0
Putos Putas puto puta,0.0
puta,0.0
hijo de puta,0.0
hija de puta de mierda peor seguro inutiles,0.0
"Pésimo servicio en los talleres con los que trabaja la aseguradora en San Luis Potosí, México... Mí carro siniestrado ya cumplió 3 meses 2 días en el taller y nomas no queda, tienen pésima mano de obra y el dueño del taller es un prepotente... No dudo que el Supervisor éste en complicidad con el dueño para hacer sus tranzas sin que la aseguradora se enteré.",0.0
"Muy mal servicio, esta es la peor empresa que hay, tuve un percance con un cristal y me han tenido días sin poder resolver el tema, la peor aseguradora que existe, hay que demandar a estos estafadores",0.0
me parece un servicio nefasto,0.0
"Una experiencia de lo peor, a pesar de ser una de las aseguradoras más caras, el servicio es nefasto",0.0
"Yo he reclamado en su nombre, a la dccon de correo electronico FACILITADO POR ATENCION AL CLIENTE, y la respuesta de hoy ha SIDO QUE AHÍ NO ME PUEDEN ATENDER, QUE ESTO PERTENECE A OTRA UNIDAD.",0.0
"Es vergonzoso. No os lo recomiendo, viven de la fama pero no lo recomiendo. Calidad-Precio un CERO. Y la atención horrible.",0.0
"Vergonzoso. Cuando no tienes recursos ni amparo, las gestorias de comunidades cerradas, llamas a la compañia de seguros de la comunidad para utilizar la cobertura y no te atienden ni ayudan.",0.0
Una porquería ami también me cobraron sin mi autorización hace años ahora estoy con liberto seguros en breve tengo que renovar los dos seguros de los coches ,0.0
yo pago 230 malisimos no lo recomiendo a nadie,0.0
me cobra el seguro de auto sin autorización.,0.0
"Ahora estoy sin dinero, en números rojos y sin solución. Tengo varios seguros con ellos pero pienso dar de baja todos. Cansado de ellos. No cumplen ni con esto ni con el de hogar. Me siento estafado.",0.0
Cobran mucho pero no cumplen. Mi valoración es 0.,0.0
"No cumple lo asegurado y cuando haces una reclamación ni se molestan en contestar. El perito cuando va a peritar si ve una casa vieja dice que nada está cubierto, aunque lo tengas asegurado. ",0.0
Me han tenido esperando más de 12 minutos hasta que alguien me ha atendido para darme otro teléfono al que llamar porque alli no me lo podían gestionar. Un desastre.,0.0
"En pleno coronavirus sin agua en casa. Se estropea cisterna y cayendo agua no hay forma de parar y tengo que cerrar la llave general del agua del piso y que el ruido continuo molesta a los vecinos, aparte de la factura, me orientan en el ayuntamiento y que no podemos estar así llamo otra vez y otra y me cuelgan el teléfono.",0.0
"Muy mala sus gestores no tienen palabra te garantizan cosas que luego no cumplen y te hacen el lío,",0.0
para cuando uno lo quiere hacer valer resulta que no aplica por cualquier motivo aun cuando se cumple con todos los requisitos que piden son basura,0.0
Nefasto. Muy mala. Trato desagradable. Incompetencia asegurada. Cualquier otra opción es mejor.,0.0
Les quité todos los seguros. Es una pérdida de tiempo y de dinero.,0.0
vayanse a la mierda seguro puto inutil nefasto,0.0
Como hago?,0.0
Como se hace para contratar este seguro?,0.0
Cual es el mejor segur para autos?,0.0
Cual es el mejor para motos?,0.0
Que me recomiendan para un taxi nuevo?,0.0
Que seguro me recomienda para una moto que me quiero comprar?,0.0
cotizamos tu seguro! escribinos 011 51 1 1234567,0.0
Mi telefono es 011 51 1 1234567 por favor me cotizan un seguro para mi automovil nuevo 0km,0.0
Quiero asegurar mi taxi por favor contectense conmigo 89244567,0.0
Mi whatsapp es 35183912 escribanme que quiero cotizar mi seguro,0.0
Como cotizo un seguro para mi auto? por favor contactense conmigo 891371786,0.0
Tengo este seguro y es una mierda son unos hijos de puta,0.0
El peor seguro que conozco no hay nada tan malo como esta compañia nefasta,0.0
"Extremadamente malo, pesimo servicio. Cuando tengo problemas nadie me ayuda son unos inutiles",0.0
"¿En búsqueda de seguros para tú auto? Entra en Compara Bien, compara sin salir de tu casa. Obtén el seguro para tu auto más conveniente, en simples pasos y pagando lo justo. Los mejores precios. SOAT gratis para siempre.",0.0
"Recomendaciones tipo de seguros, opiniones?",0.0
"Estafadores, la peor inversión, no hay rescate del dinero hasta los 5 años, sus agentes una vez que te afilian pierden contacto contigo",0.0
"Nada recomendable, pésima experiencia de compra",0.0
me recomendaron un seguro como barato y hoy miro otra compania y me cobran un 30 por ciento menos un chasco es 123 seguros,0.0
mientras KO hay inconveniente la atención es buena cuando hay un siniestro es de terror. huyan!!!,0.0
"DEBITARON DE MI CUENTA un valor arriba de lo que me habian cotizado y que yo les había CANCELADO hacia más de un mes. Automáticamente entro en contacto, via mail, teléfono y me informaron que en 96 hs me reintegraria el valor",0.0
 realmente desastroso y vergonzoso una porqueria de servicio desde las 16 tranto de hablar a la opcion 2/2 y ni bola la unica que atiendes es la opcion 3 y te pasan al chat se te cagan de risa lo llamamos y sigo esperando no es recomendable mucha irresponsabilidad,0.0
Son un desastre,0.0
"Muy mal servicio, dan Información falsa, me cotizaron un seguro y al final resultó siendo uno donde no me cubría nada de lo q prometieron, accedí a otra póliza y luego me dijeron q el dinero q pague de la mensualidad en esta no me Lo devolvían",0.0
"venia pagando bien y cuando la comñia no cobro genero una deuda, son unos hijos de puta!! Mentirosos y estafadores",0.0
Chantas!,0.0
No atienden el teléfono cuando se trata de un sinistro,0.0
poco serios te doy un consejo no aseguro ni loco con esta gente .,0.0
aparte de decirte una cosa enseguida cambian y te dicen otra.,0.0
por favor gente no les pase lo que me pasa a mi.,0.0
te estafan y no son muy confiables todos los seguros.,0.0
son mentiroso a mi me cobraron dos veces el seguro y no quieren devolver el dinero.,0.0
"son pèsimos, cero proactivos, cero capacidad de resolución de probemas, no explican, no escuchan. NO CONTRATEN",0.0
Una vergüenza hace más d 3 semanas q estoy esperando la póliza,0.0
"Estoy muy molesta con 123seguro, me chocaron estando parada en un semáforo hace 2 meses y nadie sigue mi caso.",0.0
"No me cubren y encima el estudio de abogados me dice que tengo que pagar para iniciar un reclamo. PÉSIMO, NO contraten.",0.0
En el único momento que los necesité no resolvieron y me generaron una malísima experiencia. Siempre que llamo me atiende alguien distinto y no saben el estado de mi caso.,0.0
HORRIBLE UNOS CHANTAS MIL VUELTAS PARA DAR UNA BAJA TODAVIA NO ME LA DAN A LA BAJA DEL SERVICIO NO PIDAN ACA EL SERVICIO NUNCA HAY OTROS LUGARES MEJORES,0.0
"Es un desastre lo que cobran. Te dicen un valor o al final te descuentan otro. Nunca cumbrieron con lo que me dijeron. Este mes me descontaron $4000 de mas, una barbaridad. Pido ya el reintegro!",0.0
Una vergüenza los canales de comunicación llamas 4 veces y contando y nadie te atiende para bajas.,0.0
